song_id,song_name,popularity,danceability,energy,valence,acousticness,speechiness,artists,is_billboard
3U21A07gAloCc4P7J8rxcn,All Mine,72,0.925,0.31,0.291,0.123,0.291,Kanye West,False
3qmm9AdG0TnShv0drgXNIQ,Karma,67,0.592,0.571,0.424,0.172,0.174,Queen Naija,False
39N9RPD9MRb5WmoLzNzPeA,X,78,0.595,0.773,0.711,0.0364,0.0549,"Nicky Jam, J Balvin",False
3EApebexZ7YqDIqw2EMTDh,I Might Need Security,64,0.514,0.693,0.287,0.177,0.408,Chance the Rapper,False
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,83,0.678,0.533,0.323,0.462,0.186,Billie Eilish,False
5Psnhdkyanjpgc2P8A5TSM,Emotionless,66,0.413,0.677,0.0845,0.0249,0.255,Drake,True
1dUHF4RyMmMTveJ0Rby6Xm,Can’t Take A Joke,68,0.761,0.598,0.447,0.128,0.182,Drake,True
3szf2z1Cy1QMrtHrbn8rz9,Elevate,66,0.758,0.474,0.0541,0.015,0.146,Drake,True
4n1bdaKwynQndm47x5HqWX,Blue Tint,66,0.888,0.372,0.123,0.013,0.358,Drake,True
1vNoA9F5ASnlBISFekDmg3,Zombie,71,0.448,0.826,0.19,0.00756,0.0319,Bad Wolves,False
0zqy3ss4CwD6u4QPksS0nI,8 Out Of 10,64,0.529,0.69,0.311,0.161,0.74,Drake,True
7MywASx2OFZngfoORjo1yy,31 DAYS,54,0.875,0.644,0.788,0.267,0.222,Future,True
6WlxcZKpEV6Bwe9InoVhMp,WIFI LIT,56,0.884,0.579,0.313,0.064,0.299,Future,True
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,83,0.872,0.391,0.437,0.469,0.242,XXXTENTACION,True
6cblRiEGDRNZgowcm951R3,Sandra’s Rose,63,0.487,0.849,0.52,0.0481,0.246,Drake,True
4HG1YiGBseVKzjyKcmAJen,Summer Games,64,0.775,0.482,0.134,0.477,0.0357,Drake,True
4c2xt1trwYZpMqPWY35Xi9,Jaded,68,0.766,0.271,0.0371,0.037,0.0412,Drake,True
41a7dZcq30Ss5kPMayWRV0,That’s How You Feel,65,0.85,0.473,0.38,0.117,0.209,Drake,True
2yg9UN4eo5eMVJ7OB4RWj3,Survival,63,0.607,0.596,0.149,0.133,0.358,Drake,True
5UVNjOSh27encRBqTpBWup,CUDDLE MY WRIST,53,0.903,0.503,0.203,0.0744,0.335,Future,True
4lc61NBCDzy2srBHDQeTfN,RACKS BLUE,52,0.868,0.548,0.557,0.233,0.171,Future,True
2WP8G2pdddDmnh1xbfKBOI,Finesse,66,0.807,0.32,0.298,0.133,0.0582,Drake,True
6tpHfEM8eaETzlPOARYWfZ,Drug Addicts,61,0.932,0.481,0.197,0.0121,0.162,Lil Pump,False
7yotKA30dwTKNEGomV9ZsI,KOD,73,0.831,0.782,0.199,0.21,0.15,J. Cole,True
11L064movtyopGdLiX4sVg,Peak,63,0.686,0.215,0.273,0.85,0.0387,Drake,True
1Knctxx9vGZxpZfF66BIEa,Legends,74,0.594,0.798,0.381,0.115,0.0844,Juice WRLD,False
1Tnw0ItH1Macok8gblnPPd,Is There More,62,0.698,0.547,0.548,0.727,0.315,Drake,True
4SUwJA3eUVNHExxMPEUhQe,Ratchet Happy Birthday,61,0.657,0.571,0.626,0.106,0.14,Drake,True
44Du2IM1bGY7dicmLfXbUs,Final Fantasy,62,0.5,0.448,0.104,0.422,0.442,Drake,True
09lmraDvzBT3pUQ2rUtJzK,March 14,60,0.558,0.415,0.317,0.406,0.358,Drake,True
44KKhCyI0BGS6LvVyDqJtH,Esskeetit,68,0.932,0.506,0.696,0.022,0.161,Lil Pump,False
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,80,0.734,0.57,0.689,0.847,0.133,XXXTENTACION,True
1qsHYUd2c1wFGcn7e63QmG,Yikes,68,0.683,0.776,0.223,0.15,0.341,Kanye West,False
5eFfsbjSouG8qOpg9ZqDl6,Downtown's Dead,61,0.624,0.696,0.392,0.109,0.0469,Sam Hunt,False
5PTG6rrL6EPFD9E2QMI2pl,JAPAN,75,0.733,0.678,0.841,0.121,0.438,Famous Dex,True
4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),77,0.699,0.304,0.271,0.779,0.0993,XXXTENTACION,True
5slddJ629YcePvqD6Uyk8r,I Lived It,62,0.557,0.571,0.392,0.476,0.0281,Blake Shelton,True
1ZAyjvIk9YiD76yYy0TEG6,Plug Walk,76,0.876,0.519,0.158,0.202,0.143,Rich The Kid,True
1HXy5I3HTWq8OvxCn0z7G7,Heaven,76,0.677,0.556,0.521,0.263,0.0306,Kane Brown,False
2ekn2ttSfGqwhhate0LSR0,New Rules,81,0.762,0.7,0.608,0.00261,0.0694,Dua Lipa,True
3T9CfDxFYqZWSKxd0BhZrb,Wait,64,0.655,0.603,0.452,0.0959,0.0555,Maroon 5,True
6KuqAtoeVzxAYOaMveLNpH,Dura,75,0.791,0.848,0.828,0.183,0.0506,Daddy Yankee,False
76vMKwFtdDDCLcM6zXybjB,Say Amen (Saturday Night),70,0.491,0.867,0.602,0.167,0.103,Panic! At The Disco,True
2ZRo7axmMPeSVUvDbGkJah,Hope,77,0.592,0.457,0.225,0.661,0.0603,XXXTENTACION,True
3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,73,0.557,0.719,0.344,0.00267,0.0372,BTS,True
01TnVDiet1DFTsyWKUKovl,NUMB,73,0.414,0.416,0.196,0.1,0.0251,XXXTENTACION,True
17IFY26jZhgQG6mWzCGrTk,Powerglide,0,0.704,0.63,0.476,0.05,0.0893,2018 DJ Grime,False
3A1BaBGT3HgzuDrV9pgX9v,Overdose,61,0.809,0.845,0.67,0.224,0.352,YoungBoy Never Broke Again,False
3nBXOlFTADNvG9nkqy2O2W,"Woman, Amen",66,0.484,0.804,0.391,0.000837,0.0912,Dierks Bentley,True
6VLEVV3KmHCiGHrY9qlXqB,BOSS,53,0.814,0.49,0.666,0.19,0.257,The Carters,True
2aI2k39nfa3KFsa4JclQzw,DDU-DU DDU-DU,75,0.671,0.859,0.389,0.0323,0.0833,BLACKPINK,True
76cy1WJvNGJTj78UqeA5zr,IDGAF,81,0.836,0.544,0.51,0.0403,0.0943,Dua Lipa,True
1jNg1rfjc7V9wagU9Xjxq2,SUMMER,50,0.579,0.567,0.546,0.114,0.067,The Carters,True
4RVbK6cV0VqWdpCDcx3hiT,Reborn,72,0.585,0.597,0.227,0.339,0.037,KIDS SEE GHOSTS,True
0ZceYubS95hN72WYE6dyPH,NICE,52,0.914,0.534,0.209,0.0945,0.0624,The Carters,True
4rBFiGHlaujBGnyQgSdWPh,FRIENDS,51,0.747,0.574,0.302,0.135,0.0853,The Carters,True
3aUFrxO1B8EW63QchEl3wX,Feel The Love,66,0.58,0.469,0.369,0.126,0.104,"KIDS SEE GHOSTS, Pusha T",True
2zMDMCtGzTOD8qVHyznGIl,You Make It Easy,58,0.547,0.56,0.485,0.159,0.0283,Jason Aldean,True
7GRTrWsP3yo2Fx8umJfA1X,Freeee (Ghost Town Pt. 2),60,0.334,0.81,0.306,0.00457,0.0632,"KIDS SEE GHOSTS, Ty Dolla $ign",True
7oHkit3F3vimtsBbnZkU0G,Fire,61,0.709,0.751,0.37,0.472,0.16,KIDS SEE GHOSTS,True
4kUZvXB3LC3an3HX6h0s17,Cudi Montage,64,0.729,0.504,0.305,0.401,0.0321,KIDS SEE GHOSTS,True
2I3dW2dCBZAJGj5X21E53k,Kids See Ghosts,62,0.841,0.682,0.338,0.113,0.0458,"KIDS SEE GHOSTS, Yasiin Bey",True
3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,68,0.669,0.419,0.0397,0.376,0.522,Kanye West,False
3IPkbTA8KkdDXyWtGkfFXa,Singles You Up,64,0.489,0.9,0.611,0.0441,0.0488,Jordan Davis,False
0yhxBvedRdGxsPZHJNI4VA,I Thought About Killing You,61,0.752,0.396,0.417,0.867,0.411,Kanye West,False
35KV2Nuib6jPMVN00O8iba,No Mistakes,61,0.643,0.646,0.35,0.0393,0.0629,Kanye West,False
6ojicjDYUUoeE1tdSvfFo4,Must've Never Met You,69,0.455,0.892,0.641,0.00951,0.0566,Luke Combs,False
2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,74,0.601,0.59,0.274,0.186,0.0569,Post Malone,True
7oJrVhiTPZGBXWPwhxjy9S,Lust,77,0.718,0.767,0.519,0.138,0.166,Lil Skies,True
3fpVWegR6YOS1Yk5HSMYIq,Paranoid,75,0.61,0.554,0.244,0.0379,0.137,Post Malone,True
6cpsixIHI63L0hwh3CwZg3,Infrared,53,0.674,0.578,0.163,0.0518,0.298,Pusha T,True
12y5Aa7lUHD8BBuwYVl88A,King's Dead,0,0.564,0.599,0.823,0.0146,0.322,2018 DJ Grime,False
6bGwKHXHNLmTy6yt147FPh,If You Know You Know,63,0.46,0.697,0.701,0.0186,0.325,Pusha T,True
0LG2cFomCi8Fb664Lvr3Nu,For The First Time,64,0.547,0.804,0.666,0.00738,0.0361,Darius Rucker,True
79LAFAkR1ATb4iIQvZuCL0,Most People Are Good,68,0.582,0.728,0.537,0.174,0.0292,Luke Bryan,True
47M0FI03QiAuajGEx5h1Pe,Everyday,3,0.707,0.521,0.301,0.0165,0.0476,2018 DJ Grime,False
7iEoaTyBCqLaAwJnOP1BTn,The Games We Play,62,0.694,0.796,0.592,0.0713,0.198,Pusha T,True
59XHPyb0MTMElZpkG0Wp69,Change Lanes,59,0.706,0.783,0.513,0.129,0.424,Kevin Gates,False
4caEPudXQ1xDd1garjHPFv,Like That,45,0.823,0.447,0.413,0.775,0.126,Kris Wu,False
5lf3ajySox32qFvGEf2TFM,Southside,61,0.811,0.646,0.386,0.00271,0.257,Lil Baby,True
090R9OdFMbQQksvwuXmNEY,Let It Sing,54,0.737,0.728,0.587,0.0392,0.402,Kevin Gates,False
6XlSyYFTU1nodeWwwzVgTV,Sangria Wine,63,0.831,0.713,0.69,0.181,0.094,"Pharrell Williams, Camila Cabello",False
4H7WNRErSbONkM06blBoGc,Stay,77,0.479,0.468,0.35,0.414,0.0274,Post Malone,True
2UciqgwVDwro0fev3MFbxJ,ATM,68,0.719,0.497,0.345,0.115,0.681,J. Cole,True
6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,72,0.829,0.527,0.473,0.482,0.367,J. Cole,True
7fCNUWi6uflDTQ08srxMZk,NO EXCUSES,69,0.827,0.658,0.523,0.0224,0.0517,Meghan Trainor,False
5PIfH6BzcmH04RDmtzF0BN,Outside Today,59,0.851,0.666,0.0585,0.139,0.0694,YoungBoy Never Broke Again,True
2UVbBKQOdFAekPTRsnkzcf,Stir Fry,74,0.815,0.816,0.498,0.00299,0.269,Migos,True
09IOPhEh1OMe0HD9b36FJk,Over Now,74,0.559,0.761,0.24,0.131,0.0877,Post Malone,True
5lZZmityu9TAjNvSY6GLhR,Zack And Codeine,71,0.742,0.84,0.287,0.143,0.0471,Post Malone,True
2HWelwHQS4EdRqIycZOc3O,When We,61,0.635,0.324,0.0741,0.165,0.0769,Tank,True
5ffntNJnJOeFv7b7DCd0Bw,Takin' Shots,71,0.767,0.625,0.577,0.597,0.0836,Post Malone,True
1D2L6MefbXon28PzIk9I3r,92 Explorer,74,0.802,0.743,0.877,0.269,0.0474,Post Malone,True
2qsQ8eVDPmobZpvDxQCVQu,Barbie Tingz,64,0.917,0.689,0.443,0.0849,0.264,Nicki Minaj,False
4qWCFTuNnmGNdY4egtb4ZY,Otherside,71,0.645,0.657,0.136,0.354,0.0334,Post Malone,True
1ZemPoaj7LBj1RAQrb89EC,Blame It On Me,70,0.651,0.587,0.317,0.135,0.0421,Post Malone,True
1k7KigfkZh2Xb6khqV1a0K,Diamond Teeth Samurai,59,0.799,0.659,0.256,0.00451,0.272,YoungBoy Never Broke Again,False
2HGymMoOdB4ZYv0AAqYmgF,Famous,54,0.534,0.815,0.564,0.708,0.0278,Mason Ramsey,False
45RbAX2KxbPdNwUgeYA69j,Preach,58,0.731,0.675,0.381,0.175,0.247,YoungBoy Never Broke Again,False
32lItqlMi4LBhb4k0BaSaC,Candy Paint,79,0.67,0.654,0.438,0.627,0.153,Post Malone,True
0MrRAUcB8AZiB9ue2VOBYe,Sugar Wraith,71,0.6,0.767,0.291,0.26,0.0868,Post Malone,True
1AT4xjNarTswd0UZ5FlmKF,Motiv8,66,0.869,0.385,0.596,0.135,0.297,J. Cole,True
0R6Jlsq25eZB3Wftpxi3oF,Jonestown (Interlude),62,0.341,0.495,0.252,0.751,0.0446,Post Malone,True
0bhnUFDQFCEHCBlsQfHnj5,Photograph,64,0.825,0.487,0.372,0.0299,0.233,J. Cole,True
5sWbwccBcyHsg5LEKWGZo9,BRACKETS,61,0.675,0.567,0.658,0.19,0.263,J. Cole,True
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,81,0.518,0.784,0.588,0.00346,0.0524,Avicii,True
1zB4vmk8tFRmM9UULNzbLB,Thunder,84,0.605,0.822,0.288,0.00671,0.0438,Imagine Dragons,True
0Px86mRlxdB3YqpK6KXWlr,Once an Addict - Interlude,58,0.548,0.472,0.138,0.626,0.477,J. Cole,True
52okn5MNA47tk87PeZJLEL,Let You Down,81,0.656,0.721,0.468,0.298,0.122,NF,True
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,79,0.801,0.795,0.754,0.0417,0.0504,Portugal. The Man,True
4YwNf1fLZt9IQhJeHNWfBi,Intro,55,0.456,0.268,0.12,0.844,0.0417,J. Cole,True
5vuMtXS5kQ7F0o9V9rG1dG,The Long Way,65,0.488,0.637,0.23,0.265,0.0401,Brett Eldredge,True
74cVJfmK18rhWnscIpGXjt,Thru Your Phone,67,0.837,0.549,0.209,0.17,0.167,Cardi B,True
75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,82,0.556,0.538,0.291,0.0689,0.0382,Post Malone,True
7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,76,0.675,0.751,0.612,0.0604,0.0296,Halsey,True
0OWZFobGSIW9GrSlQ9C5pc,Marry Me,71,0.588,0.408,0.484,0.113,0.0237,Thomas Rhett,True
17Yq72h0p15OhCbZ5lJ5gd,Bickenhead,63,0.884,0.814,0.907,0.154,0.303,Cardi B,True
0aVsVsOYDSEEigiwTrIab9,Let Me,70,0.46,0.566,0.19,0.239,0.0516,ZAYN,False
7DKS0rX27cCEPsK0R6tFWS,Wasted Times,69,0.56,0.678,0.29,0.61,0.0581,The Weeknd,True
7p2ewixAShLpjDZrnzZK7c,Get Up 10,63,0.806,0.57,0.454,0.0977,0.246,Cardi B,True
1vBeIXlzbAieGoDqInav5j,Money Bag,62,0.947,0.788,0.454,0.107,0.124,Cardi B,True
5KhFaq45chTw8RGfWo8T8J,BILLY,72,0.764,0.711,0.774,0.175,0.288,6ix9ine,True
2p2cCrOaNrIOLk5ArtlHy6,She's With Me,58,0.599,0.931,0.788,0.0285,0.0517,High Valley,False
2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,70,0.684,0.683,0.406,0.13,0.177,SZA,True
1eFrhAmzoQnTlwvnqvLt7D,Five More Minutes,65,0.496,0.632,0.278,0.257,0.0282,Scotty McCreery,True
27oFpFktCq9JIXjJQRuv7a,GOTTI,70,0.728,0.584,0.365,0.0524,0.176,6ix9ine,True
4hxfqUojJ5u9SyAjiXevmy,Hardaway,51,0.537,0.518,0.427,0.118,0.188,Derez De’Shon,False
1MKZaAEx8RrzoQjHhVuvgs,Tell Me You Love Me,71,0.538,0.6,0.26,0.0273,0.0489,Demi Lovato,True
4ppTAJUbNXELZcoUaL90wo,Try Me,69,0.456,0.679,0.107,0.596,0.064,The Weeknd,True
06gD2ZtK3Dzc1BYqWExQJJ,Broken Halos,70,0.607,0.575,0.504,0.133,0.0252,Chris Stapleton,True
2mfahQ0EaaZWq4cFNg6A1o,All on Me,67,0.634,0.668,0.635,0.14,0.0291,Devin Dawson,True
222v3YWai71jHuHjeBCFBs,No Roots,53,0.863,0.657,0.829,0.264,0.105,Alice Merton,True
4PpuH4mxL0rD35mOWaLoKS,Lemon,65,0.916,0.727,0.201,0.00214,0.0861,"N.E.R.D, Pharrell Williams, Rihanna",False
0Nwar8rweBUyfyuoyjjUvk,Privilege,65,0.404,0.564,0.371,0.915,0.0344,The Weeknd,True
57IRaiAB4hBZu3gnNVZC0v,No Smoke,68,0.658,0.736,0.804,0.113,0.308,YoungBoy Never Broke Again,True
0709StHzSeXpdj2zmqF2o2,Tempo,63,0.769,0.482,0.487,0.192,0.0502,Chris Brown,True
74ZovzRxHBvCq5yIwe8boh,OKRA,64,0.589,0.57,0.441,0.0456,0.361,"Tyler, The Creator",False
2hl6q70unbviGo3g1R7uFx,Échame La Culpa,71,0.726,0.889,0.649,0.0328,0.0429,"Demi Lovato, Luis Fonsi",False
2A69wys3S9uiPSmn6UZWJn,Written in the Sand,71,0.725,0.437,0.759,0.593,0.0575,Old Dominion,True
2DlIwu1iDTILEMXA7MUotn,Beautiful Trauma,67,0.412,0.619,0.234,0.0868,0.0725,P!nk,True
3tZs3nVjySLbL320lP4mvs,Focus,66,0.415,0.313,0.0875,0.255,0.0561,H.E.R.,False
34zBwp36K4bllpwnXAlkoN,MotorSport,0,0.78,0.331,0.1,0.204,0.087,2017 Dynamo Hitz,False
4HbiCvH1R7mVOJ7KY7JQBD,GUMMO,68,0.66,0.775,0.635,0.0553,0.172,6ix9ine,True
4vaxvNDaLSoD36iZX515ug,Betrayed,73,0.821,0.434,0.241,0.434,0.118,Lil Xan,True
3e7Y6sfFlIdBMJhX7wpqVO,44 More,72,0.829,0.589,0.233,0.0635,0.202,Logic,True
0FbSpY8RPxTRxi1Fpj9Dz9,Booty,60,0.938,0.549,0.412,0.000831,0.098,Blac Youngsta,True
6V4KHt9xu4TPEnDFoBeacT,Rubbin off the Paint,69,0.734,0.751,0.56,0.00529,0.285,YBN Nahmir,True
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,82,0.798,0.539,0.394,0.199,0.0421,Khalid,True
6wmAHw1szh5RCKSRjiXhPe,How Long,74,0.845,0.561,0.811,0.211,0.0778,Charlie Puth,True
7CkbRn6S0itJqcqn88AtSV,going down!,67,0.873,0.663,0.525,0.0216,0.15,XXXTENTACION,True
6ufrOaf4v6Qady6GiIpQ0s,Everybody Hates Me,67,0.475,0.752,0.515,0.00703,0.0467,The Chainsmokers,True
7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,79,0.705,0.64,0.887,0.0237,0.225,Demi Lovato,True
7u90MSvVyEjL0c8icaE7jl,Contra,61,0.805,0.824,0.649,0.102,0.0534,Logic,True
3s3VVLE1kB7Xk2AoJKlGmr,Overnight,60,0.868,0.752,0.874,0.00189,0.0667,Logic,True
1GtVGc1UYin3zpMUdNSSpM,Midnight,63,0.566,0.586,0.273,0.09,0.131,Logic,True
0D5CXSUx8GOCHSY8KWgi9h,Yuck,58,0.631,0.805,0.674,0.194,0.369,Logic,True
4fZxGiES1FKbNqJPrI4L3s,BoomTrap Protocol,58,0.746,0.531,0.321,0.0637,0.0379,Logic,True
6IqEmqDuOVHUQHzYH0pJtu,Stranger Things,1,0.924,0.369,0.433,0.388,0.0919,2018 DJ Grime,False
2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,67,0.856,0.652,0.471,0.177,0.143,SOB X RBE,True
3g2qgbWPl8TcgJIkstWpSV,Bodak Yellow (Money Moves),17,0.813,0.574,0.546,0.0606,0.0577,2017 Dynamo Hitz,False
2vHfabj6nFebekTYODqntl,Want You Back,69,0.618,0.867,0.579,0.00699,0.0439,5 Seconds of Summer,True
6RSNKGdv3nDTHqgw4bdzyF,Yours,70,0.555,0.722,0.559,0.119,0.034,Russell Dickerson,True
6UsoV6X96Rox9mfxoz7SFy,You Broke Up with Me,65,0.846,0.711,0.883,0.496,0.061,Walker Hayes,False
0tYHqwTW4s6VuPWDSD7n7K,KOODA,65,0.885,0.641,0.201,0.175,0.351,6ix9ine,True
5gW5dSy3vXJxgzma4rQuzH,Make Me Feel,67,0.859,0.413,0.697,0.132,0.182,Janelle Monáe,True
0QVISdPWRllAmoDBG3DEHU,Rock,53,0.852,0.691,0.658,0.0375,0.139,Plies,False
7qiZfU4dY1lWllzX7mPBI3,Shape of You,84,0.825,0.652,0.931,0.581,0.0802,Ed Sheeran,True
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,81,0.698,0.375,0.534,0.652,0.0491,Sam Smith,True
43ZyHQITOjhciSUUNPVRHc,Gucci Gang,73,0.936,0.523,0.699,0.239,0.0597,Lil Pump,True
6vlxmQGwmlyp07YjkugV6K,Legends,59,0.577,0.727,0.24,0.0547,0.0319,Kelsea Ballerini,True
0iQ77tSa7ncj7zBPtVx6cU,One Foot,63,0.582,0.821,0.468,0.00754,0.0365,WALK THE MOON,True
6p01Q7WF857BsAsByBXyaG,Female,45,0.556,0.477,0.302,0.163,0.034,Keith Urban,True
5ZpjODX6OH1xZs3AOewTO6,Filthy,59,0.745,0.579,0.645,0.0354,0.138,Justin Timberlake,True
5qN4HFkapdAOV94XPryVof,Black Panther,57,0.618,0.582,0.48,0.625,0.297,Kendrick Lamar,True
31gpXWZEOgWhkEhyVGuOe2,Rewrite The Stars,9,0.755,0.698,0.409,0.243,0.0806,2018 Dynamo Hitz,False
3T6MAweakkNrMYs8jZIWtg,Like I Loved You,66,0.582,0.568,0.64,0.196,0.0297,Brett Young,True
6waqLPcT6ruMhmd36OhmFO,Losing Sleep,66,0.584,0.621,0.634,0.0715,0.0443,Chris Young,True
4KTU5aa5s547f1JF5DImhF,Man of the Woods,56,0.624,0.452,0.724,0.315,0.0681,Justin Timberlake,True
4haJoBPbPj9QFKNpp9e8kx,Diplomatic Immunity,56,0.654,0.839,0.549,0.00531,0.443,Drake,False
58kZ9spgxmlEznXGu6FPdQ,Sick Boy,73,0.663,0.577,0.454,0.109,0.0531,The Chainsmokers,True
3AsNVBJ7LHsltdu9490ZiS,A Girl Like You,61,0.74,0.777,0.834,0.0178,0.0329,Easton Corbin,False
6jT85s2dZ55HBqjXYi2rfI,Supplies,54,0.793,0.554,0.225,0.00695,0.0451,Justin Timberlake,True
0pqnGHJpmpxLKifKRmU6WP,Believer,86,0.776,0.78,0.666,0.0622,0.128,Imagine Dragons,True
7yt6eiZQCkVFEzwGp4Pbor,Supastars,57,0.781,0.676,0.328,0.25,0.0596,Migos,True
6RKkHI2fkmgZq7uQPPav8f,Gang Gang,60,0.635,0.601,0.515,0.272,0.144,Migos,True
43dOwOq0mB4i6j4SpcSkqC,Higher We Go - Intro,53,0.815,0.551,0.168,0.0737,0.0936,Migos,True
4Kw3CztmD15X1QGDnnHmLD,Auto Pilot,51,0.924,0.716,0.254,0.0716,0.165,Migos,True
0G9rmRmQDFk9O2tzZLyRkc,Emoji A Chain,54,0.891,0.333,0.381,0.0348,0.175,Migos,True
52ioLaTnO2J7BWY8UN2n9D,Round Here Buzz,62,0.638,0.441,0.473,0.0422,0.0347,Eric Church,True
2fQrGHiQOvpL9UgPvtYy6G,Bank Account,78,0.884,0.346,0.376,0.0151,0.351,21 Savage,True
5cF0dROlMOK5uNZtivgu50,Attention,80,0.775,0.613,0.797,0.109,0.0542,Charlie Puth,True
2yQZwi1P8AkkxxFhQ8rMEK,Greatest Love Story,72,0.671,0.617,0.62,0.401,0.0561,LANCO,True
7hdw5gAGMyyn9z0XgfTv1j,NO NAME,67,0.726,0.789,0.268,0.218,0.134,NF,False
3wdfLVUhmX64lIyWIIEW8s,Ice Tray,67,0.889,0.494,0.24,0.0247,0.139,"Quavo, Lil Yachty, Quality Control",False
4ylWMuGbMXNDgDd8lErEle,The Greatest Show,74,0.417,0.824,0.4,0.000239,0.105,"The Greatest Showman Ensemble, Zendaya, Keala Settle, Zac Efron, Hugh Jackman",True
0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough,75,0.277,0.394,0.227,0.423,0.0336,Loren Allred,True
49K3jbwZmZKaDGTfjpIVg0,My Dawg,61,0.911,0.643,0.605,0.0253,0.117,"Lil Baby, Quavo, Quality Control, Kodak Black, Moneybagg Yo",False
609qKv3KPAbdtp0LQH2buA,I'll Name the Dogs,62,0.348,0.87,0.763,0.171,0.137,Blake Shelton,True
6gU9OKjOE7ghfEd55oRO57,The Weekend,73,0.487,0.366,0.161,0.241,0.0531,SZA,True
4NiehSBQthimPzRsVeOgCT,My My My!,73,0.701,0.458,0.482,0.00407,0.0836,Troye Sivan,True
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,68,0.613,0.764,0.417,0.0527,0.136,Taylor Swift,True
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,81,0.853,0.56,0.86,0.013,0.0406,Bruno Mars,True
09iyGiljLWRYXdRazFkdtJ,I Could Use a Love Song,66,0.638,0.634,0.473,0.214,0.0468,Maren Morris,True
39jXnbACjiaiTwwhsr5sY5,Too Much To Ask,73,0.509,0.538,0.178,0.381,0.0397,Niall Horan,True
1psC5iHzQxaTMZ5dWGfM6I,Juice,56,0.887,0.568,0.754,0.00171,0.323,Yo Gotti,True
0Qh38w01QRXK6KHIv0e3hb,What About Us,74,0.489,0.588,0.187,0.0285,0.0507,P!nk,True
1JbR9RDP3ogVNEWFgNXAjh,Look What You Made Me Do,73,0.766,0.709,0.506,0.204,0.123,Taylor Swift,False
5w3NgfV8v1nNZFLUBlGHIL,Light It Up,63,0.602,0.929,0.677,0.118,0.0839,Luke Bryan,True
3wGXyJGsCf1myH5MooQIqE,The Race,73,0.766,0.606,0.352,0.00266,0.456,Tay-K,True
7J6bnDDitOwfelaJNixHhL,Modern Slavery,61,0.737,0.737,0.5,0.00158,0.238,"Quavo, Huncho Jack, Travis Scott",True
628Ueb4sRiXApObhcU9iPU,Black & Chinese,62,0.663,0.842,0.346,0.00277,0.101,"Quavo, Huncho Jack, Travis Scott",True
7g7raxdQpiLZT7aOlib4S1,Motorcycle Patches,64,0.87,0.656,0.416,0.0158,0.117,"Quavo, Huncho Jack, Travis Scott",True
7foypmc7KZyU716Yv63BPe,Saint,65,0.857,0.642,0.0658,0.00823,0.0588,"Quavo, Huncho Jack, Travis Scott",True
4iTyf5pLZMOR8YrEZgSopo,Believe,63,0.884,0.492,0.11,0.16,0.112,Eminem,True
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,81,0.908,0.621,0.421,0.000282,0.102,Kendrick Lamar,True
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,81,0.866,0.813,0.969,0.38,0.0554,Shawn Mendes,True
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,77,0.551,0.801,0.625,0.013,0.0303,Luke Combs,True
30MM5jWpUmOxtTNd9Ey5LZ,Unforgettable,68,0.663,0.738,0.825,0.032,0.0303,Thomas Rhett,True
6IvespQWGW4USXwexlVKDm,Untouchable,53,0.554,0.887,0.648,0.0803,0.503,Eminem,True
16QN8cBubEq706vNtPpOME,Love So Soft,61,0.808,0.581,0.758,0.0053,0.07,Kelly Clarkson,True
1WIZiOuNO3woKfdlSK2gNn,Transportin',69,0.804,0.66,0.257,0.0319,0.0726,Kodak Black,True
1uL78kFWxhz3umTMWJu8n5,Sauce It Up,69,0.813,0.528,0.131,0.0715,0.313,Lil Uzi Vert,True
0jdny0dhgjUwoIp5GkqEaA,Praying,74,0.576,0.39,0.319,0.491,0.0297,Kesha,True
3Q3myFA7q4Op95DOpHplaY,do re mi,76,0.742,0.599,0.154,0.00419,0.0465,blackbear,True
2cOUlop2ZakjOKe4WinesN,Slow Hands,75,0.726,0.431,0.86,0.0139,0.0554,Niall Horan,True
